,Name,Wage,Value,Difference
8368,A. Durak,5000.0,525000.0,520000.0
8369,T. Haye,2000.0,975000.0,973000.0
8370,Jaílson,15000.0,1100000.0,1085000.0
8371,J. Steele,11000.0,650000.0,639000.0
8372,P. Vlachodimos,6000.0,825000.0,819000.0
8373,D. Bohar,3000.0,825000.0,822000.0
8374,H. Elhouni,4000.0,1000000.0,996000.0
8375,O. Mihálik,4000.0,1100000.0,1096000.0
8376,L. Nestor,3000.0,675000.0,672000.0
8377,J. Thomassen,2000.0,550000.0,548000.0
8378,S. Lewerenz,5000.0,800000.0,795000.0
8379,V. Marchetti,2000.0,1200000.0,1198000.0
8380,G. Lódico,5000.0,1300000.0,1295000.0
8381,Leandro,4000.0,925000.0,921000.0
8382,R. Colclough,4000.0,1000000.0,996000.0
8383,J. Ampuero,2000.0,525000.0,523000.0
8384,Dani Romera,4000.0,1100000.0,1096000.0
8385,C. Acuña,4000.0,725000.0,721000.0
8386,A. Radovanović,3000.0,850000.0,847000.0
8387,W. Moimbé-Tahrat,3000.0,575000.0,572000.0
8388,R. de Boer,3000.0,1000000.0,997000.0
8389,N. Julan,6000.0,1300000.0,1294000.0
8390,T. Ebner,6000.0,750000.0,744000.0
8391,A. Vindheim,2000.0,900000.0,898000.0
8392,L. Acevedo,4000.0,800000.0,796000.0
8393,S. Zúñiga,2000.0,775000.0,773000.0
8394,T. Vlietinck,6000.0,1400000.0,1394000.0
8395,E. Friberg,2000.0,575000.0,573000.0
8396,A. Oshilaja,3000.0,825000.0,822000.0
8397,G. Herrera,6000.0,400000.0,394000.0
8398,J. Nyholm,3000.0,900000.0,897000.0
8399,D. Nishi,4000.0,550000.0,546000.0
8400,Nadjack,3000.0,850000.0,847000.0
8401,K. Broadfoot,3000.0,300000.0,297000.0
8402,K. Omori,4000.0,825000.0,821000.0
8403,K. Begois,2000.0,100000.0,98000.0
8404,Alemão,3000.0,525000.0,522000.0
8405,T. Asta-Buruaga,1000.0,1000000.0,999000.0
8406,K. Azamoum,4000.0,625000.0,621000.0
8407,A. Mozo,5000.0,900000.0,895000.0
8408,A. Gilbey,5000.0,1100000.0,1095000.0
8409,S. Nagasawa,5000.0,750000.0,745000.0
8410,Jorge Fellipe,4000.0,600000.0,596000.0
8411,M. Rutten,3000.0,800000.0,797000.0
8412,Neris,3000.0,850000.0,847000.0
8413,Moon Chang Jin,2000.0,975000.0,973000.0
8414,J. Mena,4000.0,675000.0,671000.0
8415,C. Espinosa,1000.0,325000.0,324000.0
8416,A. Nkaka,4000.0,925000.0,921000.0
8417,Álvaro Tejero,24000.0,1100000.0,1076000.0
8418,F. Concas,2000.0,675000.0,673000.0
8419,A. Coșelev,2000.0,725000.0,723000.0
8420,D. Kolovos,3000.0,975000.0,972000.0
8421,Zhang Yuning,9000.0,1100000.0,1091000.0
8422,J. Perch,4000.0,450000.0,446000.0
8423,Rafael de Aseiro,4000.0,525000.0,521000.0
8424,I. Niane,2000.0,1600000.0,1598000.0
8425,J. Anibaba,3000.0,600000.0,597000.0
8426,Iñigo Muñoz,6000.0,1400000.0,1394000.0
8427,T. Sana,6000.0,800000.0,794000.0
8428,P. Papp,5000.0,625000.0,620000.0
8429,T. Tzandaris,1000.0,800000.0,799000.0
8430,K. Staude,4000.0,1200000.0,1196000.0
8431,A. Oumarou,8000.0,675000.0,667000.0
8432,Lee Bum Young,2000.0,525000.0,523000.0
8433,I. Kecojević,3000.0,575000.0,572000.0
8434,L. Cárdenas,3000.0,725000.0,722000.0
8435,L. López,8000.0,975000.0,967000.0
8436,A. Sedlar,3000.0,800000.0,797000.0
8437,A. Woodyard,4000.0,825000.0,821000.0
8438,I. Koné,5000.0,750000.0,745000.0
8439,J. Hernández,1000.0,450000.0,449000.0
8440,J. Espinoza,4000.0,650000.0,646000.0
8441,T. Hamed,0.0,0.0,0.0
8442,L. Dvali,2000.0,900000.0,898000.0
8443,T. Ugajin,5000.0,725000.0,720000.0
8444,Abraham,3000.0,425000.0,422000.0
8445,G. Edwards,4000.0,950000.0,946000.0
8446,J. Zuluaga,1000.0,825000.0,824000.0
8447,A. Lundqvist,2000.0,875000.0,873000.0
8448,C. Wyke,5000.0,975000.0,970000.0
8449,B. Godeau,4000.0,800000.0,796000.0
8450,P. Mullins,3000.0,925000.0,922000.0
8451,T. Sekine,8000.0,1000000.0,992000.0
8452,Zé Turbo,5000.0,1200000.0,1195000.0
8453,I. Franjić,2000.0,550000.0,548000.0
8454,M. Boxall,3000.0,600000.0,597000.0
8455,J. Schoop,4000.0,725000.0,721000.0
8456,C. Traoré,8000.0,725000.0,717000.0
8457,J. Williams,3000.0,575000.0,572000.0
8458,A. Jackson,4000.0,975000.0,971000.0
8459,L. Povea,2000.0,1000000.0,998000.0
8460,S. Ngom,9000.0,1000000.0,991000.0
8461,Adaílton,3000.0,825000.0,822000.0
8462,A. Bell,11000.0,900000.0,889000.0
8463,B. Galloway,20000.0,850000.0,830000.0
8464,F. Bravo,4000.0,925000.0,921000.0
8465,Rubén Yáñez,5000.0,725000.0,720000.0
8466,H. Belkebla,2000.0,900000.0,898000.0
8467,Y. Mutō,5000.0,750000.0,745000.0
8468,P. Frattali,10000.0,450000.0,440000.0
8469,Yu Dabao,7000.0,725000.0,718000.0
8470,C. Noone,4000.0,725000.0,721000.0
8471,D. Kempe,3000.0,425000.0,422000.0
8472,J. Thomsen,3000.0,90000.0,87000.0
8473,Derik,4000.0,825000.0,821000.0
8474,N. Lomb,10000.0,725000.0,715000.0
8475,S. Traut,1000.0,290000.0,289000.0
8476,J. Ryan,4000.0,725000.0,721000.0
8477,J. Morris,4000.0,825000.0,821000.0
8478,S. Goss,3000.0,1100000.0,1097000.0
8479,S. Aytaç,5000.0,725000.0,720000.0
8480,K. Miyoshi,3000.0,1200000.0,1197000.0
8481,J. Opoku,4000.0,775000.0,771000.0
8482,S. Sutter,3000.0,425000.0,422000.0
8483,R. Vloet,5000.0,1000000.0,995000.0
8484,I. Depe,5000.0,900000.0,895000.0
8485,S. Campo,8000.0,1200000.0,1192000.0
8486,G. Gotti,3000.0,1000000.0,997000.0
8487,Zhao Mingjian,5000.0,550000.0,545000.0
8488,V. Rennella,3000.0,750000.0,747000.0
8489,Nacho,4000.0,950000.0,946000.0
8490,Ícaro,2000.0,600000.0,598000.0
8491,A. Crawford,4000.0,875000.0,871000.0
8492,A. Ajeti,4000.0,850000.0,846000.0
8493,I. Vetokele,5000.0,925000.0,920000.0
8494,B. Aloé,2000.0,975000.0,973000.0
8495,B. Véjar,3000.0,1100000.0,1097000.0
8496,M. Al Kuwaykibi,8000.0,1000000.0,992000.0
8497,Z. Ismail,3000.0,975000.0,972000.0
8498,A. Fletcher,16000.0,1100000.0,1084000.0
8499,A. Martinelli,2000.0,800000.0,798000.0
8500,K. Henry,3000.0,180000.0,177000.0
8501,L. Guwara,5000.0,1100000.0,1095000.0
8502,Sancet,4000.0,1600000.0,1596000.0
8503,Mandi,2000.0,600000.0,598000.0
8504,M. Sarr,4000.0,900000.0,896000.0
8505,S. Hefti,4000.0,1200000.0,1196000.0
8506,C. Monschein,6000.0,975000.0,969000.0
8507,L. Belingheri,1000.0,325000.0,324000.0
8508,M. Lovera,3000.0,1400000.0,1397000.0
8509,J. Nerwinski,2000.0,875000.0,873000.0
8510,M. Turner,4000.0,230000.0,226000.0
8511,Cesinha,3000.0,775000.0,772000.0
8512,M. Escudero,5000.0,675000.0,670000.0
8513,J. Rivas,15000.0,300000.0,285000.0
8514,S. Szymański,2000.0,1600000.0,1598000.0
8515,E. Kılınç,5000.0,1000000.0,995000.0
8516,Jon Erice,3000.0,650000.0,647000.0
8517,F. Sears,4000.0,800000.0,796000.0
8518,Kang Min Soo,3000.0,450000.0,447000.0
8519,P. Lienhart,5000.0,1100000.0,1095000.0
8520,T. Miller,2000.0,750000.0,748000.0
8521,R. Fennell,1000.0,600000.0,599000.0
8522,M. Ibáñez,5000.0,475000.0,470000.0
8523,A. Arrighini,2000.0,800000.0,798000.0
8524,J. Cádiz,2000.0,1100000.0,1098000.0
8525,L. Kozák,2000.0,750000.0,748000.0
8526,T. Hoban,13000.0,825000.0,812000.0
8527,B. Romero,8000.0,900000.0,892000.0
8528,G. Togni,6000.0,1300000.0,1294000.0
8529,R. Perticone,2000.0,500000.0,498000.0
8530,K. Kitagawa,2000.0,1100000.0,1098000.0
8531,G. Tello,2000.0,950000.0,948000.0
8532,I. Pallas,2000.0,180000.0,178000.0
8533,B. Carvallo,4000.0,1300000.0,1296000.0
8534,J. Hesketh,13000.0,1300000.0,1287000.0
8535,J. Clément,3000.0,300000.0,297000.0
8536,C. Songkrasin,2000.0,975000.0,973000.0
8537,Quim Araujo,4000.0,725000.0,721000.0
8538,K. Hause,16000.0,1100000.0,1084000.0
8539,D. Quiñónes,1000.0,1100000.0,1099000.0
8540,T. Wachsmuth,1000.0,525000.0,524000.0
8541,J. Harvey,3000.0,220000.0,217000.0
8542,Hwang Ki Wook,3000.0,1100000.0,1097000.0
8543,K. Pusch,5000.0,950000.0,945000.0
8544,K. Ota,4000.0,550000.0,546000.0
8545,M. Mouandilmadji,4000.0,1300000.0,1296000.0
8546,J. McCarthy,3000.0,950000.0,947000.0
8547,André Bahia,2000.0,230000.0,228000.0
8548,B. Kopplin,9000.0,575000.0,566000.0
8549,S. Contessa,2000.0,600000.0,598000.0
8550,J. Löhmannsröben,2000.0,750000.0,748000.0
8551,T. Rowe,4000.0,750000.0,746000.0
8552,M. Răduţ,4000.0,775000.0,771000.0
8553,M. Hamdaoui,3000.0,950000.0,947000.0
8554,I. Bandalovski,0.0,0.0,0.0
8555,D. Bamba,2000.0,1000000.0,998000.0
8556,H. Berríos,2000.0,500000.0,498000.0
8557,M. El Allouchi,3000.0,1000000.0,997000.0
8558,M. Barreto,3000.0,875000.0,872000.0
8559,F. Tardieu,5000.0,800000.0,795000.0
8560,A. Barbaro,2000.0,900000.0,898000.0
8561,C. Verdonk,3000.0,900000.0,897000.0
8562,A. Blondell,3000.0,1100000.0,1097000.0
8563,Eddy Silvestre,3000.0,825000.0,822000.0
8564,Z. MacMath,2000.0,625000.0,623000.0
8565,M. Sao,3000.0,775000.0,772000.0
8566,T. Bingöl,8000.0,950000.0,942000.0
8567,M. Busch,4000.0,850000.0,846000.0
8568,T. Cantwell,7000.0,1300000.0,1293000.0
8569,Xiao Zhi,6000.0,475000.0,469000.0
8570,B. Smith,15000.0,850000.0,835000.0
8571,E. Suagher,8000.0,800000.0,792000.0
8572,C. Flórez,1000.0,825000.0,824000.0
8573,T. Ebuehi,3000.0,850000.0,847000.0
8574,Kaio Aldair,7000.0,650000.0,643000.0
8575,I. Groothuizen,2000.0,850000.0,848000.0
8576,Provencio,3000.0,700000.0,697000.0
8577,Jairo Morillas,2000.0,1000000.0,998000.0
8578,M. Al Fatil,11000.0,825000.0,814000.0
8579,T. Deng,2000.0,875000.0,873000.0
8580,D. Lamkel Zé,3000.0,1100000.0,1097000.0
8581,V. Luchkevych,5000.0,1000000.0,995000.0
8582,J. Edmundsson,5000.0,825000.0,820000.0
8583,G. Long,6000.0,725000.0,719000.0
8584,J. Radošević,7000.0,900000.0,893000.0
8585,M. Pennington,3000.0,1000000.0,997000.0
8586,Z. Ondrášek,3000.0,750000.0,747000.0
8587,C. Remmer,3000.0,825000.0,822000.0
8588,L. Slagveer,5000.0,975000.0,970000.0
8589,F. Lewis,3000.0,800000.0,797000.0
8590,M. Rivoredo,0.0,0.0,0.0
8591,J. Vásquez,1000.0,575000.0,574000.0
8592,M. Svilar,1000.0,1300000.0,1299000.0
8593,J. Jeggo,6000.0,800000.0,794000.0
8594,G. Navarrete,2000.0,1100000.0,1098000.0
8595,Alemão,4000.0,750000.0,746000.0
8596,Y. Coulibaly,3000.0,875000.0,872000.0
8597,F. Saavedra,1000.0,575000.0,574000.0
8598,R. Framberger,6000.0,950000.0,944000.0
8599,J. Vargas,3000.0,1300000.0,1297000.0
8600,S. Aluko,13000.0,750000.0,737000.0
8601,M. Power,13000.0,875000.0,862000.0
8602,S. Pasa,1000.0,1100000.0,1099000.0
8603,F. Valot,3000.0,950000.0,947000.0
8604,J. Kalla,6000.0,500000.0,494000.0
8605,S. Chhetri,0.0,0.0,0.0
8606,Bicho,3000.0,1100000.0,1097000.0
8607,M. Parensen,9000.0,425000.0,416000.0
8608,R. Manning,3000.0,1100000.0,1097000.0
8609,Rodri Tarín,6000.0,975000.0,969000.0
8610,A. Mbekile,1000.0,500000.0,499000.0
8611,R. Arias,8000.0,750000.0,742000.0
8612,S. Singh,1000.0,1300000.0,1299000.0
8613,L. Schweers,2000.0,900000.0,898000.0
8614,H. Hansson,4000.0,900000.0,896000.0
8615,J. Whatmough,4000.0,1300000.0,1296000.0
8616,H. Cummings,3000.0,750000.0,747000.0
8617,T. Kløve,5000.0,800000.0,795000.0
8618,E. Mosquera,2000.0,625000.0,623000.0
8619,G. Di Chiara,2000.0,850000.0,848000.0
8620,João Silva,5000.0,800000.0,795000.0
8621,N. Solís,7000.0,1000000.0,993000.0
8622,J. Monreal,1000.0,1200000.0,1199000.0
8623,W. Cartagena,3000.0,900000.0,897000.0
8624,G. Itter,5000.0,1500000.0,1495000.0
8625,Bruno Costa,3000.0,1200000.0,1197000.0
8626,D. Dervite,5000.0,600000.0,595000.0
8627,Lee Jong Sung,3000.0,825000.0,822000.0
8628,E. Palomino,1000.0,600000.0,599000.0
8629,R. Lindkvist,3000.0,600000.0,597000.0
8630,V. Kostevych,3000.0,725000.0,722000.0
8631,D. Rowe,4000.0,825000.0,821000.0
8632,Diego Maurício,3000.0,800000.0,797000.0
8633,M. Guidone,2000.0,600000.0,598000.0
8634,B. Jones,10000.0,500000.0,490000.0
8635,S. Ishizaki,2000.0,240000.0,238000.0
8636,B. van Hintum,3000.0,500000.0,497000.0
8637,E. Brítez,5000.0,775000.0,770000.0
8638,S. Aresti,8000.0,450000.0,442000.0
8639,W. Pacheco,1000.0,950000.0,949000.0
8640,K. Fisker,9000.0,700000.0,691000.0
8641,P. Förster,2000.0,1100000.0,1098000.0
8642,T. Rogne,4000.0,700000.0,696000.0
8643,B. Rymaniak,2000.0,600000.0,598000.0
8644,R. McGowan,4000.0,625000.0,621000.0
8645,D. Bingham,2000.0,650000.0,648000.0
8646,S. Bradley,4000.0,750000.0,746000.0
8647,Tiago Gomes,4000.0,500000.0,496000.0
8648,D. Marsura,2000.0,1000000.0,998000.0
8649,S. Zurbriggen,5000.0,625000.0,620000.0
8650,N. Valentini,2000.0,600000.0,598000.0
8651,S. Field,8000.0,1700000.0,1692000.0
8652,C. Seitz,2000.0,475000.0,473000.0
8653,A. Winter,5000.0,675000.0,670000.0
8654,L. Azouni,5000.0,975000.0,970000.0
8655,K. Larsen,2000.0,825000.0,823000.0
8656,J. Coppinger,3000.0,260000.0,257000.0
8657,L. Feeney,4000.0,675000.0,671000.0
8658,K. Cissé,2000.0,750000.0,748000.0
8659,H. Martínez,2000.0,525000.0,523000.0
8660,C. Townsend,10000.0,825000.0,815000.0
8661,L. Delgado,1000.0,50000.0,49000.0
8662,F. Heerkens,3000.0,625000.0,622000.0
8663,T. Dierckx,4000.0,1000000.0,996000.0
8664,L. Rolón,1000.0,1100000.0,1099000.0
8665,J. De la Cuesta,1000.0,180000.0,179000.0
8666,J. Martínez,9000.0,500000.0,491000.0
8667,J. Spearing,4000.0,725000.0,721000.0
8668,J. Edwards,3000.0,775000.0,772000.0
8669,J. Gonzalez,2000.0,950000.0,948000.0
8670,K. Karami,5000.0,600000.0,595000.0
8671,N. Lozano,2000.0,875000.0,873000.0
8672,L. Camp,7000.0,375000.0,368000.0
8673,L. Hyam,4000.0,875000.0,871000.0
8674,O. Vásquez,1000.0,775000.0,774000.0
8675,M. Polster,3000.0,850000.0,847000.0
8676,Ribamar,6000.0,1300000.0,1294000.0
8677,R. Sandoval,4000.0,1200000.0,1196000.0
8678,Gonzalo Verdú,3000.0,600000.0,597000.0
8679,A. Halliday,15000.0,725000.0,710000.0
8680,T. Casasola,2000.0,1100000.0,1098000.0
8681,J. Stojanović,5000.0,925000.0,920000.0
8682,J. Burić,3000.0,475000.0,472000.0
8683,H. Stengel,2000.0,1100000.0,1098000.0
8684,Paolo Fernandes,15000.0,1300000.0,1285000.0
8685,Rufo,2000.0,1000000.0,998000.0
8686,T. Hysén,2000.0,270000.0,268000.0
8687,Yun Suk Young,4000.0,600000.0,596000.0
8688,J. Forster-Caskey,4000.0,1100000.0,1096000.0
8689,N. Palacios,1000.0,800000.0,799000.0
8690,Jhonnattann,8000.0,775000.0,767000.0
8691,D. Efremov,1000.0,1000000.0,999000.0
8692,B. San Juan,2000.0,900000.0,898000.0
8693,R. Henry,9000.0,1100000.0,1091000.0
8694,B. Baningime,10000.0,1500000.0,1490000.0
8695,Zhao Xuri,8000.0,575000.0,567000.0
8696,K. Luijckx,5000.0,450000.0,445000.0
8697,Tiago Caeiro,3000.0,400000.0,397000.0
8698,S. Moreo,2000.0,1000000.0,998000.0
8699,L. Maciel,5000.0,975000.0,970000.0
8700,M. Gibbs-White,10000.0,1600000.0,1590000.0
8701,Ibson Melo,4000.0,775000.0,771000.0
8702,D. De Silva,1000.0,1300000.0,1299000.0
8703,N. Hagglund,3000.0,825000.0,822000.0
8704,G. Gutiérrez,2000.0,600000.0,598000.0
8705,D. Nikolaou,1000.0,1000000.0,999000.0
8706,J. Valencia,3000.0,1000000.0,997000.0
8707,K. Nagasawa,5000.0,800000.0,795000.0
8708,I. Yagan,5000.0,775000.0,770000.0
8709,A. Bruce,16000.0,300000.0,284000.0
8710,M. Bokadi,5000.0,825000.0,820000.0
8711,Cleylton,2000.0,825000.0,823000.0
8712,Ilsinho,3000.0,600000.0,597000.0
8713,G. Moncini,5000.0,1100000.0,1095000.0
8714,M. Jarvis,10000.0,600000.0,590000.0
8715,F. Carvalho,2000.0,900000.0,898000.0
8716,Iban Salvador,7000.0,1100000.0,1093000.0
8717,Ricardo Machado,7000.0,600000.0,593000.0
8718,M. Vigorito,1000.0,525000.0,524000.0
8719,S. Gallucci,2000.0,750000.0,748000.0
8720,F. Manzano,3000.0,925000.0,922000.0
8721,B. Sweat,3000.0,725000.0,722000.0
8722,V. Rodić,2000.0,975000.0,973000.0
8723,M. El Hankouri,4000.0,1100000.0,1096000.0
8724,M. Figueroa,2000.0,160000.0,158000.0
8725,Hicham,3000.0,1300000.0,1297000.0
8726,M. Čovilo,3000.0,450000.0,447000.0
8727,G. Hamer,3000.0,1200000.0,1197000.0
8728,P. Kammerbauer,5000.0,1100000.0,1095000.0
8729,N. Ramos,1000.0,100000.0,99000.0
8730,A. Grant,4000.0,525000.0,521000.0
8731,M. Gómez,3000.0,1300000.0,1297000.0
8732,Javi Sánchez,24000.0,1200000.0,1176000.0
8733,L. Brattan,4000.0,625000.0,621000.0
8734,H. Jimenez,3000.0,575000.0,572000.0
8735,V. Vermeij,3000.0,1000000.0,997000.0
8736,S. Muroya,3000.0,825000.0,822000.0
8737,P. Michorl,3000.0,1100000.0,1097000.0
8738,F. N'Goma,3000.0,950000.0,947000.0
8739,M. Lekven,2000.0,700000.0,698000.0
8740,R. Tafazolli,4000.0,750000.0,746000.0
8741,F. Telechea,4000.0,270000.0,266000.0
8742,J. Hergault,3000.0,425000.0,422000.0
8743,T. Loska,2000.0,850000.0,848000.0
8744,L. Geminiani,5000.0,700000.0,695000.0
8745,G. Arteaga,3000.0,925000.0,922000.0
8746,C. Del Grosso,1000.0,160000.0,159000.0
8747,D. Srbeny,9000.0,1000000.0,991000.0
8748,R. Meara,2000.0,625000.0,623000.0
8749,E. Acolatse,4000.0,1000000.0,996000.0
8750,M. Garrido,5000.0,600000.0,595000.0
8751,C. Burke,3000.0,375000.0,372000.0
8752,B. Vides,7000.0,1000000.0,993000.0
8753,L. Comas,5000.0,1000000.0,995000.0
8754,Benito,4000.0,1100000.0,1096000.0
8755,J. Martinez,2000.0,1100000.0,1098000.0
8756,Fali,3000.0,900000.0,897000.0
8757,Chus Herrero,3000.0,230000.0,227000.0
8758,Kim Oh Gyu,2000.0,600000.0,598000.0
8759,U. Rivas,6000.0,1000000.0,994000.0
8760,C. Lizarazo,1000.0,800000.0,799000.0
8761,D. Braaten,2000.0,260000.0,258000.0
8762,Lazo,7000.0,1100000.0,1093000.0
8763,L. Mago,0.0,0.0,0.0
8764,A. Bannink,3000.0,650000.0,647000.0
8765,S. Wootton,4000.0,675000.0,671000.0
8766,H. Mojica,1000.0,825000.0,824000.0
8767,T. McNamara,3000.0,675000.0,672000.0
8768,Kwak Tae Hwi,2000.0,90000.0,88000.0
8769,C. Martins Pereira,10000.0,1000000.0,990000.0
8770,O. Bogle,12000.0,850000.0,838000.0
8771,N. Devlin,2000.0,650000.0,648000.0
8772,M. Marras,2000.0,800000.0,798000.0
8773,B. Godfrey,5000.0,1100000.0,1095000.0
8774,D. de Wit,4000.0,975000.0,971000.0
8775,José Carlos,2000.0,900000.0,898000.0
8776,M. Sordell,4000.0,675000.0,671000.0
8777,S. Carrasco,3000.0,500000.0,497000.0
8778,M. Gelabert,3000.0,200000.0,197000.0
8779,H. Watanabe,3000.0,475000.0,472000.0
8780,K. Rodrigues Pires,2000.0,750000.0,748000.0
8781,B. Manuel,4000.0,950000.0,946000.0
8782,Álex López,3000.0,875000.0,872000.0
8783,L. Cabezas,1000.0,525000.0,524000.0
8784,A. Bussaglia,1000.0,1000000.0,999000.0
8785,L. Copete,1000.0,500000.0,499000.0
8786,M. Crimi,2000.0,650000.0,648000.0
8787,D. Toia,2000.0,625000.0,623000.0
8788,D. Bakker,2000.0,700000.0,698000.0
8789,Lucas,4000.0,700000.0,696000.0
8790,Neto Borges,1000.0,850000.0,849000.0
8791,D. Frare,1000.0,825000.0,824000.0
8792,C. Rivas,3000.0,925000.0,922000.0
8793,B. Straalman,2000.0,750000.0,748000.0
8794,T. Chalobah,1000.0,1200000.0,1199000.0
8795,K. Jóźwiak,2000.0,1400000.0,1398000.0
8796,U. Bangura,4000.0,475000.0,471000.0
8797,P. Strand,2000.0,875000.0,873000.0
8798,F. Ahmadzadeh,3000.0,775000.0,772000.0
8799,K. Engel,2000.0,475000.0,473000.0
8800,A. Straith,1000.0,550000.0,549000.0
8801,Y. Rivera,1000.0,625000.0,624000.0
8802,K. Opseth,2000.0,675000.0,673000.0
8803,J. Naismith,3000.0,750000.0,747000.0
8804,Evander,5000.0,1400000.0,1395000.0
8805,Íñigo López,2000.0,150000.0,148000.0
8806,E. Correa,1000.0,825000.0,824000.0
8807,M. Steinmann,4000.0,775000.0,771000.0
8808,Y. Toyoda,2000.0,400000.0,398000.0
8809,E. Atuesta,2000.0,1400000.0,1398000.0
8810,A. Abeid,4000.0,825000.0,821000.0
8811,P. Barrios,4000.0,600000.0,596000.0
8812,H. Pertuz,1000.0,500000.0,499000.0
8813,F. Strauss,3000.0,725000.0,722000.0
8814,R. Schwartz,2000.0,675000.0,673000.0
8815,F. Moyano,4000.0,1200000.0,1196000.0
8816,C. Kum,3000.0,350000.0,347000.0
8817,M. Albertazzi,1000.0,525000.0,524000.0
8818,B. Santalab,2000.0,300000.0,298000.0
8819,F. Nordkvelle,2000.0,475000.0,473000.0
8820,David Haro,2000.0,675000.0,673000.0
8821,Jadson,3000.0,650000.0,647000.0
8822,João Gabriel,5000.0,500000.0,495000.0
8823,J. Villarreal,3000.0,875000.0,872000.0
8824,T. Thompson,2000.0,850000.0,848000.0
8825,Reinildo,2000.0,700000.0,698000.0
8826,Z. Flemming,2000.0,1100000.0,1098000.0
8827,A. Forde,8000.0,825000.0,817000.0
8828,F. Olinga,3000.0,900000.0,897000.0
8829,Gaspar,2000.0,950000.0,948000.0
8830,H. Okuno,2000.0,650000.0,648000.0
8831,Y. Takahashi,2000.0,260000.0,258000.0
8832,M. Mirić,5000.0,575000.0,570000.0
8833,K. Vassell,10000.0,850000.0,840000.0
8834,Rafa Páez,5000.0,725000.0,720000.0
8835,D. Dianessy,2000.0,900000.0,898000.0
8836,R. McGree,3000.0,1100000.0,1097000.0
8837,J. Goossens,3000.0,625000.0,622000.0
8838,G. Acosta,4000.0,750000.0,746000.0
8839,M. Ihiekwe,8000.0,650000.0,642000.0
8840,J. Wildsmith,5000.0,800000.0,795000.0
8841,R. Burke,5000.0,925000.0,920000.0
8842,N. Larsen,3000.0,550000.0,547000.0
8843,A. Al Ghamdi,9000.0,875000.0,866000.0
8844,Manu García,2000.0,575000.0,573000.0
8845,J. Keita,3000.0,1100000.0,1097000.0
8846,D. Adorni,1000.0,700000.0,699000.0
8847,C. Gutiérrez,2000.0,1000000.0,998000.0
8848,Ha Chang Rae,2000.0,750000.0,748000.0
8849,S. Kiyine,4000.0,1200000.0,1196000.0
8850,E. Eze,5000.0,1100000.0,1095000.0
8851,M. Ødegaard,2000.0,725000.0,723000.0
8852,V. Ranković,1000.0,675000.0,674000.0
8853,Pedro Chirivella,17000.0,975000.0,958000.0
8854,A. Al Obaid,9000.0,675000.0,666000.0
8855,B. Gimber,5000.0,975000.0,970000.0
8856,Theo Ryuki,3000.0,900000.0,897000.0
8857,Miranda,12000.0,1200000.0,1188000.0
8858,B. Inman,2000.0,700000.0,698000.0
8859,Aridai,3000.0,625000.0,622000.0
8860,C. Lenz,7000.0,750000.0,743000.0
8861,Sun Jie,3000.0,700000.0,697000.0
8862,B. Rovira,1000.0,1100000.0,1099000.0
8863,R. Pirrello,1000.0,900000.0,899000.0
8864,G. Vlijter,2000.0,900000.0,898000.0
8865,Álex Díez,2000.0,850000.0,848000.0
8866,N. Dumitru,3000.0,700000.0,697000.0
8867,K. Al Ghamdi,10000.0,475000.0,465000.0
8868,M. Boyle,2000.0,800000.0,798000.0
8869,D. Saddiki,2000.0,775000.0,773000.0
8870,S. Franklin,2000.0,250000.0,248000.0
8871,S. Ingelsson,6000.0,1100000.0,1094000.0
8872,Josimar Feijoo,5000.0,550000.0,545000.0
8873,S. Diaz,1000.0,825000.0,824000.0
8874,Manu Vallejo,2000.0,1400000.0,1398000.0
8875,Lee Sang Ho,3000.0,550000.0,547000.0
8876,F. Kurto,1000.0,525000.0,524000.0
8877,A. Witry,1000.0,725000.0,724000.0
8878,L. Varney,3000.0,300000.0,297000.0
8879,Valverde,2000.0,400000.0,398000.0
8880,H. Taniguchi,2000.0,260000.0,258000.0
8881,J. Blåbjerg,4000.0,750000.0,746000.0
8882,J. Emmanuel,2000.0,825000.0,823000.0
8883,N. Gauna,2000.0,750000.0,748000.0
8884,P. Kovář,1000.0,375000.0,374000.0
8885,F. Holst,2000.0,725000.0,723000.0
8886,B. Barker,3000.0,925000.0,922000.0
8887,L. Trotter,3000.0,625000.0,622000.0
8888,F. Narsingh,3000.0,600000.0,597000.0
8889,D. Gustavsson,2000.0,675000.0,673000.0
8890,C. Dajome,1000.0,850000.0,849000.0
8891,M. Trapp,2000.0,625000.0,623000.0
8892,A. Mintzel,2000.0,70000.0,68000.0
8893,M. Piossek,1000.0,650000.0,649000.0
8894,Borja Granero,2000.0,575000.0,573000.0
8895,Son Jeong Hyeon,2000.0,575000.0,573000.0
8896,Kim Sung Ju,2000.0,650000.0,648000.0
8897,C. Dieng,6000.0,800000.0,794000.0
8898,L. Sinisterra,2000.0,1200000.0,1198000.0
8899,M. Cabit,2000.0,700000.0,698000.0
8900,O. Wijndal,2000.0,1200000.0,1198000.0
8901,N. Vujadinović,3000.0,425000.0,422000.0
8902,M. Delač,3000.0,575000.0,572000.0
8903,D. Herner,1000.0,200000.0,199000.0
8904,M. Hilßner,1000.0,1000000.0,999000.0
8905,Beto da Silva,11000.0,1000000.0,989000.0
8906,Bastos,3000.0,650000.0,647000.0
8907,D. Jastrzembski,4000.0,1300000.0,1296000.0
8908,F. Farnolle,3000.0,325000.0,322000.0
